砫	chyu2/jyu2
蕎	kiu4
蝤	chau4/yau4
馬	ma5
雍	yung1
褓	bou2
窨	fan1/yam3
姍	saan1
牷	chyun4
譎	kyut3
錐	zeoi1
癸	gwai3
聪	chung1
蟨	kyut3
板	baan2/baan2
偏	pin1
啎	ng5
坋	ban3
酽	yim6
趿	taat3
适	sik1
垤	dit6
缦	maan6
霢	mak6
摇	yiu4
始	chi2
詬	gau2/hau2
堞	dip6
停	ting4
妁	jeuk3
缾	ping4
賸	sing6
怀	waai4
砥	dai1
銀	ngan4/ngan2
盧	lou4
獳	nau1
陶	tou4
悠	yau4
局	guk6/guk6/guk2
褱	waai4
铠	hoi2
蚖	yun4
電	din6
飽	baau2
餤	taam4
氹	tam5
夜	ye6
餉	heung2
朮	seut6
铭	ming4
惜	sik1
匿	nik1
聋	lung4
噞	yim2
閩	man4/man5
壿	chun1
蔬	so1
勖	huk1/yuk1
錨	maau4/naau4
霾	maai4
泉	chyun4
晁	chiu4
赇	kau4
帝	dai3
郜	gou3
纴	yam6
祚	jou6
暖	nyun5
蚣	gung1
缡	lei4
侜	jau1
仵	ng5
嬰	ying1
餵	wai3
糔	sau2
座	jo6
毁	wai2/wai2/wai2
篙	gou1
庄	jong1
揲	sip3
钺	yut6
胠	keu1
閂	saan1
祀	ji6
寥	liu4
炰	paau4
免	min5
嗲	de1/de2
祅	hin1
战	jin3
瘲	jung3
燔	faan4
琶	pa4
驯	seun4/cheun4
碡	duk6
餫	wan4/wan6
飕	sau1
睦	muk6
烜	hyun1
选	syun2
麻	ma4
忽	fat1
善	sin6
炎	yim4
绯	fei1
箎	chi4
诊	chan2
逃	tou4
疫	yik6
鞠	guk1
君	gwan1
晏	aan3
搎	syun1
朅	kit3
歪	me2/waai1
玖	gau2
咒	jau3
逋	bou1
枚	mui4
褕	yu4
誉	yu6
岧	tiu4
P	pi1
艄	saau1
節	jit3
彊	geung1/geung6/keung4/keung5
貯	chyu5
敲	haau1
璧	bik1
鏞	yung4
资	ji1
箯	bin1
駱	lok3
伧	chaang4/chong1
锁	so2
浮	fau4
髹	yau1
缜	jan2
嚆	hou1
蜱	pei4
蕨	kyut3
殯	ban3
期	kei4
坦	taan2
铢	jyu1
铷	yu4
鉅	geui6
驿	yik6
簨	seun2
總	jung2
堝	wo1
觊	gei3
姆	mou5
縶	jap1
迷	mai4
钏	chyun3
廾	gung2
鸩	jam6
銃	chung3
隃	yu4/yu6
鈥	fo2
辏	chau3
諠	hyun1
閃	sim2
搢	jeun3
签	chim1/chim1
嵯	cho1
沅	yun4
薤	haai6
蠜	faan4
厜	cheui1
倖	hang6
童	tung4
厅	teng1
袜	mat6
踏	daap6
纽	nau2
珮	pui3
侧	jak1
粒	lap1/nap1
呱	gwa1/gu1/gwa2
瀌	biu1
騵	yun4
亼	jaap6
殃	yeung1
鏘	cheung1
抽	chau1
涇	ging1
鲳	cheung1
蜩	tiu4
鵻	zeoi1/jeun2
鉗	kim4
闆	baan2
惛	fan1
摶	tyun4
能	nang4
銖	jyu1
皆	gaai1
盪	dong6
咩	me1
鳅	chau1
卄	ya6/ye6
緞	dyun6
公	gung1
藐	miu5
站	jaam6
韅	hin2
蓧	diu6
钴	gu2
菘	sung1
菼	taam2
屨	geui3
盏	jaan2
擖	kat6
殛	gik1
笈	kap1
浴	yuk6
護	wu6
佰	baak3
簿	bou6
憾	ham6
鸇	jin1
堡	bou2
軛	aak1/ngaak1
驵	jong2
騭	jat1
净	jing6/jeng6
严	yim4
庋	gei2/gwai2
賭	dou2
糈	seui2
霜	seung1
痿	wai2
袗	chan2
乍	ja3/jok3
棘	gik1
漈	jai3
錚	jang1/jaang1
肠	cheung4
鹑	seun4
礐	kok3
荜	bat1
纶	gwan1/leun4
雨	yu5
賅	goi1
诗	si1
臄	keuk6
鉦	jing1
茏	lung4
裎	ching4
搅	gaau2
玎	ding1
疡	yeung4
穩	wan2
瞏	king4
跐	chi2
鬮	gau1
藍	laam4
耙	pa4
盹	deun6
噗	pok3
稌	dou6
窕	tiu5
差	cha1/chaai1/chī
蛅	yim4
寮	liu4
晞	hei1
嗉	sou3/sou3
侄	jat6/jat6
髧	dam3
蟒	mong5
佌	chi2
饧	ching4
良	leung4
跚	saan1
皕	bik1
恬	tim4
鄆	wan6
枨	chaang4/chaam4/chaam5/chaan5
菸	yin1
肥	fei4
恼	nou5
抻	chan2
權	kyun4
钻	jyun1
沏	chai1
覦	yu4
崖	ngaai4
姜	geung1
绂	fat1
碧	bik1
鵲	cheuk3
祠	chi4
瘕	ha4
勉	min5
蓍	si1
绰	cheuk3
飼	ji6
辍	jyut3
傍	pong6/bong6
腜	mui4
儲	chyu5
瘩	daap3
饉	gan2
楎	fai1
鯽	jik1
皂	jou6
鬃	jung1
辔	bei3
闖	chong2/chong3
間	gaan1/gaan3
咳	kat1
憋	bit3
薌	heung1
補	bou2
瀨	laai6
荊	ging1
籲	yu6
壑	kok3
赴	fu6
哼	hang1
穄	jai3
廥	kwui2
賮	jeun2
娠	jan3/san1
